datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,M01AB_stock,M01AB_stock_status,M01AE_stock,M01AE_stock_status,N02BA_stock,N02BA_stock_status,N02BE_stock,N02BE_stock_status,N05B_stock,N05B_stock_status,N05C_stock,N05C_stock_status,R03_stock,R03_stock_status,R06_stock,R06_stock_status,Day
2015-08-10,3,5,4,29,12,0,1,5,2015,8,Monday,102,Medium Stock,196,Medium Stock,219,High Stock,273,High Stock,94,Medium Stock,93,Medium Stock,147,Medium Stock,195,Medium Stock,10
2015-08-11,12,6,7,18,10,0,0,4,2015,8,Tuesday,90,Medium Stock,190,Medium Stock,212,High Stock,255,High Stock,84,Medium Stock,93,Medium Stock,147,Medium Stock,191,Medium Stock,11
2015-08-12,8,7,4,28,9,0,1,1,2015,8,Wednesday,81,Medium Stock,182,Medium Stock,208,High Stock,227,High Stock,418,High Stock,93,Medium Stock,146,Medium Stock,190,Medium Stock,12
2015-08-13,8,2,6,23,9,0,3,3,2015,8,Thursday,73,Low Stock,180,Medium Stock,202,High Stock,203,High Stock,409,High Stock,93,Medium Stock,143,Medium Stock,187,Medium Stock,13
2015-08-14,3,4,4,16,5,0,1,4,2015,8,Friday,386,High Stock,175,Medium Stock,198,Medium Stock,186,Medium Stock,404,High Stock,93,Medium Stock,142,Medium Stock,183,Medium Stock,14
2015-08-15,3,6,6,35,14,1,1,1,2015,8,Saturday,383,High Stock,169,Medium Stock,192,Medium Stock,151,Medium Stock,390,High Stock,92,Medium Stock,141,Medium Stock,182,Medium Stock,15
2015-08-16,2,4,2,19,4,2,0,2,2015,8,Sunday,381,High Stock,164,Medium Stock,190,Medium Stock,132,Medium Stock,386,High Stock,90,Medium Stock,141,Medium Stock,180,Medium Stock,16
2015-08-17,8,3,3,33,6,0,0,2,2015,8,Monday,373,High Stock,161,Medium Stock,187,Medium Stock,99,Medium Stock,380,High Stock,90,Medium Stock,141,Medium Stock,178,Medium Stock,17
2015-08-18,6,2,3,24,16,0,3,1,2015,8,Tuesday,367,High Stock,158,Medium Stock,184,Medium Stock,75,Low Stock,364,High Stock,90,Medium Stock,138,Medium Stock,177,Medium Stock,18
2015-08-19,6,2,8,28,15,0,3,3,2015,8,Wednesday,360,High Stock,156,Medium Stock,176,Medium Stock,47,Low Stock,349,High Stock,90,Medium Stock,135,Medium Stock,174,Medium Stock,19
2015-08-20,3,3,5,19,6,1,0,0,2015,8,Thursday,357,High Stock,152,Medium Stock,171,Medium Stock,340,High Stock,343,High Stock,89,Medium Stock,135,Medium Stock,174,Medium Stock,20
2015-08-21,6,0,3,34,8,1,1,4,2015,8,Friday,351,High Stock,151,Medium Stock,168,Medium Stock,306,High Stock,335,High Stock,88,Medium Stock,134,Medium Stock,170,Medium Stock,21
2015-08-22,2,6,4,28,6,3,1,6,2015,8,Saturday,349,High Stock,145,Medium Stock,164,Medium Stock,278,High Stock,329,High Stock,85,Medium Stock,133,Medium Stock,164,Medium Stock,22
2015-08-23,8,5,3,28,8,0,2,2,2015,8,Sunday,340,High Stock,139,Medium Stock,161,Medium Stock,250,High Stock,321,High Stock,85,Medium Stock,131,Medium Stock,162,Medium Stock,23
2015-08-24,8,3,3,45,8,0,0,1,2015,8,Monday,331,High Stock,136,Medium Stock,158,Medium Stock,205,High Stock,313,High Stock,85,Medium Stock,131,Medium Stock,161,Medium Stock,24
2015-08-25,2,2,4,23,20,0,1,3,2015,8,Tuesday,329,High Stock,133,Medium Stock,154,Medium Stock,182,Medium Stock,293,High Stock,85,Medium Stock,130,Medium Stock,158,Medium Stock,25
2015-08-26,2,4,7,27,7,0,1,6,2015,8,Wednesday,326,High Stock,129,Medium Stock,146,Medium Stock,155,Medium Stock,286,High Stock,85,Medium Stock,129,Medium Stock,152,Medium Stock,26
2015-08-27,9,3,4,32,8,0,0,3,2015,8,Thursday,317,High Stock,126,Medium Stock,142,Medium Stock,123,Medium Stock,278,High Stock,85,Medium Stock,129,Medium Stock,149,Medium Stock,27
2015-08-28,7,8,1,15,12,0,0,3,2015,8,Friday,310,High Stock,117,Medium Stock,141,Medium Stock,108,Medium Stock,266,High Stock,85,Medium Stock,129,Medium Stock,146,Medium Stock,28
2015-08-29,10,10,4,23,4,3,3,2,2015,8,Saturday,299,High Stock,107,Medium Stock,137,Medium Stock,84,Medium Stock,262,High Stock,82,Medium Stock,126,Medium Stock,144,Medium Stock,29
2015-08-30,11,6,3,21,3,0,6,4,2015,8,Sunday,288,High Stock,101,Medium Stock,133,Medium Stock,63,Low Stock,259,High Stock,419,High Stock,120,Medium Stock,140,Medium Stock,30
2015-08-31,4,9,3,38,9,0,6,2,2015,8,Monday,284,High Stock,92,Medium Stock,130,Medium Stock,25,Low Stock,250,High Stock,419,High Stock,114,Medium Stock,138,Medium Stock,31
2015-09-01,8,2,4,28,8,0,0,3,2015,9,Tuesday,276,High Stock,296,High Stock,126,Medium Stock,277,High Stock,242,High Stock,419,High Stock,114,Medium Stock,135,Medium Stock,1
2015-09-02,5,7,3,31,9,0,5,5,2015,9,Wednesday,270,High Stock,289,High Stock,123,Medium Stock,246,High Stock,232,High Stock,419,High Stock,109,Medium Stock,130,Medium Stock,2
2015-09-03,1,3,2,19,13,0,4,2,2015,9,Thursday,269,High Stock,285,High Stock,120,Medium Stock,227,High Stock,219,High Stock,419,High Stock,105,Medium Stock,128,Medium Stock,3
2015-09-04,3,2,3,20,8,1,1,2,2015,9,Friday,266,High Stock,282,High Stock,117,Medium Stock,207,High Stock,211,High Stock,418,High Stock,104,Medium Stock,126,Medium Stock,4
2015-09-05,8,6,3,20,10,1,6,4,2015,9,Saturday,257,High Stock,276,High Stock,114,Medium Stock,187,Medium Stock,201,High Stock,417,High Stock,98,Medium Stock,122,Medium Stock,5
2015-09-06,8,9,6,23,8,1,0,3,2015,9,Sunday,249,High Stock,267,High Stock,108,Medium Stock,163,Medium Stock,193,Medium Stock,416,High Stock,98,Medium Stock,119,Medium Stock,6
2015-09-07,4,6,2,32,7,1,5,2,2015,9,Monday,244,High Stock,261,High Stock,106,Medium Stock,130,Medium Stock,186,Medium Stock,415,High Stock,93,Medium Stock,117,Medium Stock,7
2015-09-08,2,1,5,29,4,0,2,4,2015,9,Tuesday,242,High Stock,259,High Stock,101,Medium Stock,101,Medium Stock,182,Medium Stock,415,High Stock,91,Medium Stock,113,Medium Stock,8
2015-09-09,2,3,1,34,8,0,2,2,2015,9,Wednesday,240,High Stock,256,High Stock,100,Medium Stock,66,Low Stock,174,Medium Stock,415,High Stock,89,Medium Stock,111,Medium Stock,9
2015-09-10,6,3,4,21,18,0,2,2,2015,9,Thursday,234,High Stock,252,High Stock,95,Medium Stock,45,Low Stock,156,Medium Stock,415,High Stock,87,Medium Stock,109,Medium Stock,10
2015-09-11,11,5,9,30,9,0,2,2,2015,9,Friday,222,High Stock,247,High Stock,86,Medium Stock,327,High Stock,147,Medium Stock,415,High Stock,85,Medium Stock,107,Medium Stock,11
2015-09-12,4,7,5,63,6,3,0,2,2015,9,Saturday,218,High Stock,239,High Stock,416,High Stock,264,High Stock,141,Medium Stock,412,High Stock,85,Medium Stock,105,Medium Stock,12
2015-09-13,7,6,7,25,4,0,11,3,2015,9,Sunday,210,High Stock,233,High Stock,409,High Stock,239,High Stock,137,Medium Stock,412,High Stock,74,Low Stock,102,Medium Stock,13
2015-09-14,4,5,1,31,14,0,0,0,2015,9,Monday,206,High Stock,228,High Stock,408,High Stock,208,High Stock,123,Medium Stock,412,High Stock,74,Low Stock,102,Medium Stock,14
2015-09-15,3,5,4,23,7,0,6,5,2015,9,Tuesday,202,High Stock,223,High Stock,404,High Stock,184,Medium Stock,115,Medium Stock,412,High Stock,68,Low Stock,97,Medium Stock,15
2015-09-16,0,4,2,16,6,0,2,1,2015,9,Wednesday,202,High Stock,218,High Stock,402,High Stock,167,Medium Stock,109,Medium Stock,412,High Stock,66,Low Stock,96,Medium Stock,16
2015-09-17,9,6,0,35,3,0,1,2,2015,9,Thursday,192,Medium Stock,212,High Stock,402,High Stock,132,Medium Stock,106,Medium Stock,412,High Stock,65,Low Stock,94,Medium Stock,17
2015-09-18,3,1,3,16,4,0,4,3,2015,9,Friday,188,Medium Stock,211,High Stock,399,High Stock,116,Medium Stock,102,Medium Stock,412,High Stock,61,Low Stock,91,Medium Stock,18
2015-09-19,6,0,7,37,7,0,4,5,2015,9,Saturday,182,Medium Stock,210,High Stock,392,High Stock,79,Low Stock,95,Medium Stock,412,High Stock,57,Low Stock,86,Medium Stock,19
2015-09-20,9,3,6,28,15,0,0,2,2015,9,Sunday,172,Medium Stock,206,High Stock,385,High Stock,50,Low Stock,80,Medium Stock,412,High Stock,57,Low Stock,84,Medium Stock,20
2015-09-21,2,10,2,46,6,0,0,2,2015,9,Monday,170,Medium Stock,196,Medium Stock,383,High Stock,3,Low Stock,393,High Stock,412,High Stock,57,Low Stock,82,Medium Stock,21
2015-09-22,6,1,4,19,10,2,5,5,2015,9,Tuesday,163,Medium Stock,194,Medium Stock,379,High Stock,185,Medium Stock,383,High Stock,410,High Stock,52,Low Stock,77,Low Stock,22
2015-09-23,6,4,3,34,7,0,2,1,2015,9,Wednesday,156,Medium Stock,190,Medium Stock,376,High Stock,150,Medium Stock,376,High Stock,410,High Stock,373,High Stock,374,High Stock,23
2015-09-24,2,4,4,37,7,0,0,0,2015,9,Thursday,153,Medium Stock,186,Medium Stock,372,High Stock,112,Medium Stock,369,High Stock,410,High Stock,373,High Stock,374,High Stock,24
2015-09-25,4,4,5,25,11,0,1,3,2015,9,Friday,149,Medium Stock,181,Medium Stock,366,High Stock,87,Medium Stock,358,High Stock,410,High Stock,372,High Stock,371,High Stock,25
2015-09-26,12,3,2,33,6,1,7,2,2015,9,Saturday,136,Medium Stock,178,Medium Stock,364,High Stock,54,Low Stock,352,High Stock,409,High Stock,365,High Stock,369,High Stock,26
2015-09-27,5,3,2,10,3,1,2,1,2015,9,Sunday,130,Medium Stock,175,Medium Stock,362,High Stock,44,Low Stock,349,High Stock,408,High Stock,363,High Stock,368,High Stock,27
2015-09-28,1,1,2,15,8,0,17,2,2015,9,Monday,129,Medium Stock,173,Medium Stock,360,High Stock,357,High Stock,341,High Stock,408,High Stock,346,High Stock,366,High Stock,28
2015-09-29,6,4,1,39,7,0,0,0,2015,9,Tuesday,123,Medium Stock,169,Medium Stock,359,High Stock,318,High Stock,334,High Stock,408,High Stock,346,High Stock,366,High Stock,29
2015-09-30,5,4,4,22,9,0,0,1,2015,9,Wednesday,118,Medium Stock,165,Medium Stock,355,High Stock,295,High Stock,325,High Stock,408,High Stock,346,High Stock,365,High Stock,30
2015-10-01,9,5,4,34,2,0,5,2,2015,10,Thursday,108,Medium Stock,159,Medium Stock,351,High Stock,261,High Stock,323,High Stock,408,High Stock,341,High Stock,363,High Stock,1
2015-10-02,5,4,4,37,5,0,5,1,2015,10,Friday,103,Medium Stock,154,Medium Stock,347,High Stock,223,High Stock,318,High Stock,408,High Stock,336,High Stock,362,High Stock,2
2015-10-03,10,5,3,37,7,0,7,2,2015,10,Saturday,93,Medium Stock,148,Medium Stock,344,High Stock,186,Medium Stock,311,High Stock,408,High Stock,329,High Stock,360,High Stock,3
2015-10-04,7,4,4,59,3,0,16,2,2015,10,Sunday,86,Medium Stock,144,Medium Stock,340,High Stock,127,Medium Stock,308,High Stock,408,High Stock,313,High Stock,358,High Stock,4
2015-10-05,5,2,2,70,11,1,7,5,2015,10,Monday,81,Medium Stock,142,Medium Stock,337,High Stock,56,Low Stock,297,High Stock,407,High Stock,306,High Stock,353,High Stock,5
2015-10-06,5,3,5,42,9,1,5,4,2015,10,Tuesday,75,Low Stock,138,Medium Stock,332,High Stock,13,Low Stock,288,High Stock,406,High Stock,301,High Stock,349,High Stock,6
2015-10-07,7,2,6,44,8,0,5,2,2015,10,Wednesday,367,High Stock,136,Medium Stock,326,High Stock,222,High Stock,280,High Stock,406,High Stock,296,High Stock,347,High Stock,7
2015-10-08,8,4,3,30,5,0,20,0,2015,10,Thursday,358,High Stock,131,Medium Stock,323,High Stock,191,Medium Stock,275,High Stock,406,High Stock,276,High Stock,347,High Stock,8
2015-10-09,2,2,7,28,13,2,10,2,2015,10,Friday,356,High Stock,129,Medium Stock,315,High Stock,163,Medium Stock,262,High Stock,404,High Stock,266,High Stock,345,High Stock,9
2015-10-10,6,5,3,46,19,0,1,0,2015,10,Saturday,350,High Stock,123,Medium Stock,312,High Stock,117,Medium Stock,243,High Stock,404,High Stock,265,High Stock,345,High Stock,10
2015-10-11,10,2,7,70,8,0,3,5,2015,10,Sunday,339,High Stock,120,Medium Stock,305,High Stock,47,Low Stock,235,High Stock,404,High Stock,262,High Stock,340,High Stock,11
2015-10-12,9,7,6,68,12,0,5,3,2015,10,Monday,330,High Stock,113,Medium Stock,299,High Stock,264,High Stock,223,High Stock,404,High Stock,257,High Stock,337,High Stock,12
2015-10-13,3,7,5,63,5,0,5,1,2015,10,Tuesday,326,High Stock,106,Medium Stock,294,High Stock,200,High Stock,217,High Stock,404,High Stock,252,High Stock,336,High Stock,13
2015-10-14,4,7,3,38,7,0,0,1,2015,10,Wednesday,321,High Stock,99,Medium Stock,290,High Stock,162,Medium Stock,210,High Stock,404,High Stock,252,High Stock,335,High Stock,14
2015-10-15,5,5,7,64,4,0,9,1,2015,10,Thursday,316,High Stock,93,Medium Stock,283,High Stock,97,Medium Stock,206,High Stock,404,High Stock,243,High Stock,334,High Stock,15
2015-10-16,1,3,5,57,2,0,5,1,2015,10,Friday,314,High Stock,324,High Stock,278,High Stock,40,Low Stock,204,High Stock,404,High Stock,238,High Stock,333,High Stock,16
2015-10-17,10,2,3,74,8,0,0,1,2015,10,Saturday,304,High Stock,321,High Stock,274,High Stock,293,High Stock,196,Medium Stock,404,High Stock,238,High Stock,332,High Stock,17
2015-10-18,7,6,4,55,3,1,8,8,2015,10,Sunday,297,High Stock,314,High Stock,269,High Stock,238,High Stock,193,Medium Stock,403,High Stock,230,High Stock,324,High Stock,18
2015-10-19,12,3,3,62,3,0,17,0,2015,10,Monday,285,High Stock,310,High Stock,266,High Stock,175,Medium Stock,190,Medium Stock,403,High Stock,213,High Stock,324,High Stock,19
2015-10-20,3,1,2,44,6,0,10,5,2015,10,Tuesday,281,High Stock,308,High Stock,264,High Stock,130,Medium Stock,184,Medium Stock,403,High Stock,203,High Stock,319,High Stock,20
2015-10-21,8,2,3,36,9,1,1,4,2015,10,Wednesday,273,High Stock,306,High Stock,261,High Stock,94,Medium Stock,175,Medium Stock,402,High Stock,202,High Stock,315,High Stock,21
2015-10-22,4,0,0,35,9,0,2,2,2015,10,Thursday,268,High Stock,306,High Stock,261,High Stock,58,Low Stock,166,Medium Stock,402,High Stock,200,High Stock,313,High Stock,22
2015-10-23,7,1,10,41,3,0,6,2,2015,10,Friday,261,High Stock,304,High Stock,251,High Stock,17,Low Stock,163,Medium Stock,402,High Stock,194,Medium Stock,311,High Stock,23
2015-10-24,9,8,9,67,8,0,4,2,2015,10,Saturday,252,High Stock,296,High Stock,241,High Stock,295,High Stock,155,Medium Stock,402,High Stock,190,Medium Stock,309,High Stock,24
2015-10-25,3,3,3,64,4,0,0,4,2015,10,Sunday,249,High Stock,292,High Stock,238,High Stock,231,High Stock,151,Medium Stock,402,High Stock,190,Medium Stock,305,High Stock,25
2015-10-26,9,5,8,53,8,1,2,2,2015,10,Monday,240,High Stock,287,High Stock,230,High Stock,178,Medium Stock,143,Medium Stock,401,High Stock,188,Medium Stock,303,High Stock,26
2015-10-27,4,2,8,64,7,0,8,3,2015,10,Tuesday,235,High Stock,285,High Stock,222,High Stock,113,Medium Stock,136,Medium Stock,401,High Stock,180,Medium Stock,300,High Stock,27
2015-10-28,1,1,1,33,11,1,6,2,2015,10,Wednesday,234,High Stock,283,High Stock,221,High Stock,80,Medium Stock,125,Medium Stock,400,High Stock,174,Medium Stock,298,High Stock,28
2015-10-29,2,3,1,38,8,0,0,1,2015,10,Thursday,232,High Stock,280,High Stock,220,High Stock,42,Low Stock,117,Medium Stock,400,High Stock,174,Medium Stock,297,High Stock,29
2015-10-30,5,3,3,49,8,0,5,3,2015,10,Friday,227,High Stock,276,High Stock,216,High Stock,317,High Stock,109,Medium Stock,400,High Stock,169,Medium Stock,294,High Stock,30
2015-10-31,5,4,8,58,6,0,7,1,2015,10,Saturday,221,High Stock,271,High Stock,208,High Stock,259,High Stock,103,Medium Stock,400,High Stock,162,Medium Stock,293,High Stock,31
2015-11-01,2,7,5,80,11,0,5,0,2015,11,Sunday,219,High Stock,263,High Stock,203,High Stock,178,Medium Stock,92,Medium Stock,400,High Stock,157,Medium Stock,293,High Stock,1
2015-11-02,4,4,4,46,7,0,7,2,2015,11,Monday,214,High Stock,259,High Stock,199,Medium Stock,132,Medium Stock,85,Medium Stock,400,High Stock,150,Medium Stock,291,High Stock,2
2015-11-03,1,4,4,41,5,0,3,0,2015,11,Tuesday,213,High Stock,255,High Stock,194,Medium Stock,90,Medium Stock,342,High Stock,400,High Stock,147,Medium Stock,291,High Stock,3
2015-11-04,8,2,3,59,18,3,3,4,2015,11,Wednesday,204,High Stock,252,High Stock,191,Medium Stock,31,Low Stock,324,High Stock,397,High Stock,144,Medium Stock,287,High Stock,4
2015-11-05,4,3,7,45,3,0,0,2,2015,11,Thursday,200,High Stock,249,High Stock,184,Medium Stock,315,High Stock,321,High Stock,397,High Stock,144,Medium Stock,285,High Stock,5
2015-11-06,3,6,4,31,5,2,1,0,2015,11,Friday,196,Medium Stock,242,High Stock,180,Medium Stock,283,High Stock,316,High Stock,395,High Stock,143,Medium Stock,285,High Stock,6
2015-11-07,4,3,4,69,15,1,6,1,2015,11,Saturday,192,Medium Stock,239,High Stock,175,Medium Stock,213,High Stock,301,High Stock,394,High Stock,137,Medium Stock,284,High Stock,7
2015-11-08,6,3,7,48,7,0,13,1,2015,11,Sunday,186,Medium Stock,235,High Stock,168,Medium Stock,165,Medium Stock,294,High Stock,394,High Stock,124,Medium Stock,283,High Stock,8
2015-11-09,3,6,4,40,3,1,12,1,2015,11,Monday,182,Medium Stock,229,High Stock,164,Medium Stock,124,Medium Stock,291,High Stock,393,High Stock,112,Medium Stock,282,High Stock,9
2015-11-10,6,7,10,41,8,0,9,2,2015,11,Tuesday,176,Medium Stock,222,High Stock,154,Medium Stock,83,Medium Stock,283,High Stock,393,High Stock,103,Medium Stock,280,High Stock,10
2015-11-11,9,5,7,60,4,0,12,3,2015,11,Wednesday,166,Medium Stock,216,High Stock,147,Medium Stock,23,Low Stock,279,High Stock,393,High Stock,91,Medium Stock,277,High Stock,11
2015-11-12,6,4,6,24,11,0,20,0,2015,11,Thursday,160,Medium Stock,212,High Stock,141,Medium Stock,251,High Stock,268,High Stock,393,High Stock,71,Low Stock,277,High Stock,12
2015-11-13,5,2,2,22,13,0,0,0,2015,11,Friday,155,Medium Stock,209,High Stock,139,Medium Stock,229,High Stock,255,High Stock,393,High Stock,71,Low Stock,277,High Stock,13
2015-11-14,4,0,3,19,5,1,0,1,2015,11,Saturday,150,Medium Stock,209,High Stock,135,Medium Stock,210,High Stock,250,High Stock,392,High Stock,71,Low Stock,276,High Stock,14
2015-11-15,1,11,9,42,8,2,17,0,2015,11,Sunday,149,Medium Stock,197,Medium Stock,126,Medium Stock,167,Medium Stock,242,High Stock,390,High Stock,54,Low Stock,276,High Stock,15
2015-11-16,5,3,6,50,9,0,3,2,2015,11,Monday,143,Medium Stock,193,Medium Stock,120,Medium Stock,117,Medium Stock,233,High Stock,390,High Stock,51,Low Stock,274,High Stock,16
2015-11-17,6,4,4,60,1,0,0,2,2015,11,Tuesday,137,Medium Stock,189,Medium Stock,115,Medium Stock,57,Low Stock,232,High Stock,390,High Stock,283,High Stock,272,High Stock,17
2015-11-18,6,5,5,24,11,0,0,2,2015,11,Wednesday,131,Medium Stock,183,Medium Stock,109,Medium Stock,32,Low Stock,221,High Stock,390,High Stock,283,High Stock,270,High Stock,18
2015-11-19,2,2,2,26,22,0,0,0,2015,11,Thursday,129,Medium Stock,180,Medium Stock,107,Medium Stock,273,High Stock,199,Medium Stock,390,High Stock,283,High Stock,270,High Stock,19
2015-11-20,5,1,3,25,2,2,10,3,2015,11,Friday,123,Medium Stock,179,Medium Stock,104,Medium Stock,247,High Stock,197,Medium Stock,388,High Stock,273,High Stock,267,High Stock,20
2015-11-21,4,2,5,45,4,0,17,3,2015,11,Saturday,119,Medium Stock,177,Medium Stock,98,Medium Stock,202,High Stock,193,Medium Stock,388,High Stock,256,High Stock,264,High Stock,21
2015-11-22,2,3,2,41,6,2,2,1,2015,11,Sunday,117,Medium Stock,173,Medium Stock,96,Medium Stock,161,Medium Stock,187,Medium Stock,386,High Stock,254,High Stock,263,High Stock,22
2015-11-23,3,1,4,69,3,0,1,2,2015,11,Monday,114,Medium Stock,172,Medium Stock,91,Medium Stock,92,Medium Stock,184,Medium Stock,386,High Stock,253,High Stock,261,High Stock,23
2015-11-24,5,6,6,19,12,3,1,5,2015,11,Tuesday,109,Medium Stock,166,Medium Stock,347,High Stock,72,Low Stock,172,Medium Stock,383,High Stock,252,High Stock,256,High Stock,24
2015-11-25,5,5,3,29,11,0,3,3,2015,11,Wednesday,103,Medium Stock,161,Medium Stock,343,High Stock,43,Low Stock,161,Medium Stock,383,High Stock,249,High Stock,253,High Stock,25
2015-11-26,4,4,2,25,8,0,0,0,2015,11,Thursday,99,Medium Stock,157,Medium Stock,341,High Stock,339,High Stock,153,Medium Stock,383,High Stock,249,High Stock,253,High Stock,26
2015-11-27,0,4,2,20,7,0,0,0,2015,11,Friday,98,Medium Stock,152,Medium Stock,339,High Stock,318,High Stock,146,Medium Stock,383,High Stock,249,High Stock,253,High Stock,27
2015-11-28,6,3,4,46,3,0,10,1,2015,11,Saturday,92,Medium Stock,149,Medium Stock,335,High Stock,271,High Stock,143,Medium Stock,383,High Stock,239,High Stock,252,High Stock,28
2015-11-29,6,3,6,42,1,0,4,0,2015,11,Sunday,85,Medium Stock,145,Medium Stock,329,High Stock,229,High Stock,142,Medium Stock,383,High Stock,235,High Stock,252,High Stock,29
2015-11-30,7,1,5,35,5,1,6,3,2015,11,Monday,78,Low Stock,143,Medium Stock,324,High Stock,194,Medium Stock,137,Medium Stock,382,High Stock,229,High Stock,249,High Stock,30
2015-12-01,1,2,6,23,4,1,5,1,2015,12,Tuesday,76,Low Stock,141,Medium Stock,318,High Stock,170,Medium Stock,133,Medium Stock,381,High Stock,224,High Stock,248,High Stock,1
2015-12-02,1,3,2,42,23,4,0,0,2015,12,Wednesday,378,High Stock,138,Medium Stock,316,High Stock,128,Medium Stock,110,Medium Stock,377,High Stock,224,High Stock,248,High Stock,2
2015-12-03,4,3,5,56,6,1,1,1,2015,12,Thursday,374,High Stock,135,Medium Stock,310,High Stock,72,Low Stock,104,Medium Stock,376,High Stock,223,High Stock,247,High Stock,3
2015-12-04,3,4,4,25,9,3,3,1,2015,12,Friday,371,High Stock,130,Medium Stock,305,High Stock,46,Low Stock,95,Medium Stock,373,High Stock,220,High Stock,246,High Stock,4
2015-12-05,8,3,2,35,2,0,7,2,2015,12,Saturday,363,High Stock,127,Medium Stock,303,High Stock,355,High Stock,93,Medium Stock,373,High Stock,213,High Stock,243,High Stock,5
2015-12-06,5,7,3,60,5,2,3,1,2015,12,Sunday,357,High Stock,120,Medium Stock,300,High Stock,295,High Stock,88,Medium Stock,371,High Stock,210,High Stock,242,High Stock,6
2015-12-07,3,2,2,26,6,1,11,6,2015,12,Monday,354,High Stock,118,Medium Stock,298,High Stock,268,High Stock,300,High Stock,370,High Stock,199,Medium Stock,236,High Stock,7
2015-12-08,2,6,2,41,8,0,0,0,2015,12,Tuesday,352,High Stock,112,Medium Stock,296,High Stock,227,High Stock,292,High Stock,370,High Stock,199,Medium Stock,236,High Stock,8
2015-12-09,3,3,7,41,16,0,3,1,2015,12,Wednesday,349,High Stock,108,Medium Stock,289,High Stock,186,Medium Stock,276,High Stock,370,High Stock,196,Medium Stock,235,High Stock,9
2015-12-10,11,10,16,31,9,0,9,2,2015,12,Thursday,337,High Stock,97,Medium Stock,273,High Stock,154,Medium Stock,267,High Stock,370,High Stock,187,Medium Stock,233,High Stock,10
